label,x_pos_mean,x_pos_stdev,y_pos_mean,y_pos_std_dev,mouse_event_counts,left_mouse_held_time,middle_mouse_held_time,right_mouse_held_time,left_mouseup_counts,middle_mouseup_counts,right_mouseup_counts,total_key_up_counts,keyup_keys_in_q1,total_key_time_held,key_held_keys_in_q1,alnum_keys_in_q1,movement_key_ratio
active,0.47356204710144933,0.1386915735091568,0.4151570048309179,0.11496338932096724,460,0.0023865660031636557,0.0,0.0,2,0,0,37,3,4.5076904296875,2,1,0.6016249866260341
active,0.467728111814346,0.09285470236885093,0.45619432723863096,0.1972841830517772,1580,0.00892172654469808,0.0,0.0,6,0,0,58,2,5.141255617141724,2,2,0.25513684397763337
active,0.43921493902439024,0.20048531312324128,0.41427657332128875,0.213230450034846,2460,0.13665864864985147,0.0,0.0,30,0,0,41,2,6.864322900772095,1,2,0.19429648335946462
active,0.6524389256091239,0.1738080467435561,0.45972294222683024,0.19162394771826904,1286,0.006841595967610677,0.007427831490834554,0.0,4,4,0,19,1,2.9601657390594482,1,1,0.14859401749963969
active,0.553028137703252,0.24761381646015757,0.38554369918699183,0.19359988614537116,1312,0.09827803373336792,0.0,0.0,8,0,0,31,2,3.52976131439209,1,2,0.27408182823341176
active,0.4671887490007993,0.19174207552462905,0.45891064925837105,0.12426540595071217,834,0.016040432453155517,0.0,0.0,6,0,0,139,4,293.8589708805084,1,3,0.014062098678722103
active,0.2761659144637868,0.21645747700273735,0.25407741719798455,0.17791416070772323,1551,0.033329506715138756,0.0,0.0,26,0,0,93,3,11.822260856628418,3,2,0.425435957346868
active,0.3532569027360694,0.16670226318482867,0.36033718904089274,0.26065793396101816,1998,0.017523837089538575,0.0,0.001340500513712565,14,0,1,91,2,15.283770322799683,1,2,0.5585067972816805
active,0.39429166666666665,0.0932448365167586,0.348395061728395,0.14010393076549527,1875,0.08438398440678914,0.0,0.0,25,0,0,67,2,9.482738018035889,1,2,0.16326160963923303
active,0.3780838449902118,0.1740310205741595,0.29367127405034504,0.13919857971050162,1873,0.01233746608098348,0.00216366449991862,0.0,9,1,0,56,3,7.5221474170684814,2,2,0.46439048874542016
active,0.44330636743215035,0.1192770757912711,0.38010805690868316,0.16154348244171363,1916,0.035804613431294756,0.001972532272338867,0.0,13,1,0,43,3,6.771453857421875,1,2,0.172532355395153
active,0.3953539188060948,0.13077836954209565,0.40959321876666893,0.21192753621946647,1597,0.009563688437143962,0.0,0.0,7,0,0,39,2,6.010597229003906,1,2,0.28468894072093354
active,0.3686860834715312,0.11364188509014027,0.34933357901848777,0.1416948285149059,1206,0.019319891929626465,0.0,0.0,9,0,0,119,4,94.23306083679199,1,3,0.04196642429494233
active,0.4194129663891458,0.08927416394576677,0.45683866104772675,0.16879634715953015,1081,0.016021358966827392,0.0,0.0,14,0,0,71,3,9.804436206817627,2,2,0.3025661157975045
active,0.4333258122743682,0.18305589103322942,0.4081427998395507,0.17164557026271007,1385,0.035646021366119385,0.0,0.0,11,0,0,70,3,10.127883434295654,1,2,0.8516079895530926
active,0.46820434470008215,0.2578036332940107,0.4395675461821723,0.20158788569367464,2434,0.058883198102315265,0.0,0.0,27,0,0,80,1,21.055781602859497,1,1,0.857635812394627
active,0.5386445118587976,0.24690444393454258,0.4753988682560111,0.26255005006383414,1813,0.17146300077438353,0.0,0.0,19,0,0,62,2,542.4633646011353,1,1,0.00730750943258264
active,0.43702596266044347,0.07259753432640263,0.4395176973940101,0.08808293226280695,857,0.044287618001302084,0.0,0.0,14,0,0,94,3,10.187987565994263,3,3,0.21850320251366034
active,0.5221354166666666,0.173551007008164,0.3845996732026143,0.28231789915201744,1360,0.03280403216679891,0.0,0.0,6,0,0,27,2,6.406922101974487,1,2,0.30182954655335553
active,0.4346319750367107,0.05798329300578974,0.4732011747430249,0.13613196574599531,1135,0.05825512011845906,0.0,0.0,15,0,0,80,2,460.8060338497162,1,1,0.005032459458563446
active,0.4288207144598878,0.17370635518922048,0.262808529085047,0.14617176242752097,1367,0.0295810341835022,0.0,0.0,17,0,0,108,3,500.8256940841675,1,2,0.007060062672845181
active,0.5281116146550405,0.2128488546709506,0.3984795947852396,0.2185974918179401,2179,0.09312439759572347,0.0,0.0,22,0,0,25,2,108.61397862434387,1,1,0.0383062300585298
active,0.6241949263932703,0.2481730823915342,0.40902850800327134,0.22334501804214107,3170,0.21391406059265136,0.0,0.0,36,0,0,17,2,9.666069507598877,1,1,2.0930636604157318
active,0.3793359375,0.08275178653444243,0.3986574074074074,0.11620904333312684,2000,0.06455569664637248,0.0,0.0,29,0,0,54,3,5.89244818687439,2,2,0.2850182636889537
active,0.510680183531746,0.1171868592495684,0.3596230158730158,0.11164183927332702,336,0.0021328171094258624,0.0,0.0,2,0,0,13,1,2.770721197128296,1,0,0.0
active,0.42588593088857546,0.23052163645662163,0.3940735516899127,0.13975841898868588,709,0.008611734708150227,0.0,0.0,5,0,0,102,3,361.3955833911896,1,2,0.0077587922216607
active,0.5755246129656507,0.29650949340304084,0.4303741332043219,0.17442035695142846,689,0.03609147866566976,0.0,0.0,8,0,0,101,3,171.8491280078888,1,2,0.03400811907574555
active,0.38902158527954706,0.073888378025057,0.5601016356058819,0.14728817029304428,1884,0.15551851987838744,0.0,0.0,42,0,0,119,3,144.318017244339,1,2,0.05425668395871088
active,0.4306891025641026,0.07735242868509275,0.5527659069325735,0.1518212302057144,780,0.024011512597401936,0.0,0.0,18,0,0,164,3,20.96474313735962,2,2,0.5990434526628615
active,0.5049153915081335,0.20697497394102457,0.3950693870048709,0.15053264489124235,2418,0.07979645729064941,0.0,0.0,34,0,0,61,2,10.013735055923462,1,1,0.5524201875228077
active,0.4783745571000273,0.15563295990005258,0.38346809606008303,0.18667498702886706,1223,0.022573169072469076,0.0,0.0019373019536336263,18,0,1,113,3,175.23345351219177,1,1,0.05952166255949703
active,0.464475817822899,0.09360128644775281,0.5787428714670677,0.1108102474876549,591,0.003726049264272054,0.0,0.0,3,0,0,179,2,63.35948038101196,1,1,0.08917858264974719
active,0.44991077571379423,0.08782037450477712,0.7441807132209609,0.14831296429089438,969,0.0633593757947286,0.0,0.0,18,0,0,198,3,673.7253460884094,1,2,0.01448311818626675
active,0.3474346338589814,0.1501129706737445,0.6672305802267737,0.2326681142207137,1839,0.04773466984430949,0.0,0.0009938677151997883,26,0,1,138,3,19.788292169570923,1,2,0.8639461522010414
active,0.5846984704819956,0.3239853357625496,0.4800987069019578,0.19366183113298582,2953,0.046911505858103435,0.0,0.0010559678077697754,37,0,1,53,3,2665.656454563141,1,1,593.0961208841759
active,0.5793249591503268,0.21095331339014697,0.5240105301379812,0.1554342971446056,2040,0.06621287266413371,0.0,0.0,15,0,0,119,3,14.961868286132812,3,3,0.4256785059463111
active,0.5832998392282959,0.2260371956877436,0.18607836131951885,0.11856836088416126,311,0.0035873015721639,0.0,0.0,2,0,0,28,2,4.0631103515625,1,1,0.10062939996299357
active,0.20944846767422332,0.10958713865620384,0.4808051124172032,0.14964844740245692,397,0.005418086051940918,0.0,0.0,4,0,0,5,2,0.4739348888397217,2,1,0.2570355535516558
active,0.4681043388429752,0.09448738703474546,0.70821854912764,0.04710971524830547,121,0.0,0.0,0.0,0,0,0,1,1,0.16775012016296387,1,0,0.0
active,0.2799125723850887,0.1923284392536682,0.21459162745807694,0.1884391857796992,1842,0.03418749173482259,0.0,0.0,12,0,0,24,1,5.62017297744751,1,1,0.09370395529590334
active,0.3813874453984034,0.21909943054387862,0.34405281919967867,0.13996516941690706,2213,0.046574691931406655,0.0,0.0,18,0,0,51,1,12.859967470169067,1,2,0.02766405990707727
active,0.28923128858024694,0.12406183260549364,0.2855295496113397,0.17022331822027761,1296,0.025927881399790447,0.0,0.0,8,0,0,126,3,17.037460565567017,2,2,0.28214288809286464
active,0.3161522785307405,0.1744451406497497,0.3881577511512691,0.16674385762977226,1697,0.023901395003000894,0.0,0.0,9,0,0,52,2,11.121336221694946,1,1,0.47293602010376046
active,0.1758565771349862,0.08424543242233078,0.33662381389654117,0.09129298778248836,1210,0.035931313037872316,0.0,0.0,21,0,0,8,1,1.1573927402496338,1,0,0.0
active,0.22846739969135801,0.09570180058704601,0.3342281807270233,0.1528019470616902,1728,0.03590737581253052,0.0,0.0,15,0,0,18,1,2.3196606636047363,1,0,0.0
active,0.36751073380171745,0.14361593851178764,0.4097276433342007,0.12162914889426661,2135,0.029280714193979897,0.0,0.0,9,0,0,88,3,11.773429155349731,1,2,0.18292380160592517
active,0.2979855049875312,0.16346477526160746,0.38434007573658446,0.15251689177010178,1604,0.05075090328852336,0.0,0.0,18,0,0,9,1,1.852095365524292,1,0,0.23821257484743605
active,0.5171753875968993,0.08666498142281995,0.4050387596899224,0.1586513273083866,1075,0.041212618350982666,0.0,0.0,15,0,0,11,1,2.1958484649658203,1,1,0.0
active,0.389562074829932,0.15225626934753478,0.2771664221244053,0.18362840158831623,833,0.020903650919596353,0.0,0.0,7,0,0,8,1,1.010876178741455,1,0,0.0
active,0.2204601990049751,0.16525019011600758,0.34867330016583753,0.09969386117118087,335,0.011960629622141521,0.0,0.0,4,0,0,35,3,4.522270202636719,2,2,0.15718826286835022
active,0.3895625173466556,0.19069983783557273,0.4149320011101859,0.1004445310508178,1201,0.031018916765848795,0.0,0.0,12,0,0,54,2,7.449317455291748,1,2,0.3216862805032938
active,0.3616053325223033,0.15795999123796534,0.21526088131927543,0.12631471137619996,411,0.004715947310129801,0.0,0.0,3,0,0,15,2,1.94368577003479,2,1,0.10617018508017907
active,0.3915358373078961,0.18006274514389703,0.2708100257119865,0.1354032146668787,1887,0.054001752535502115,0.0,0.0,13,0,0,19,1,4.499680995941162,1,1,0.0
active,0.3683424860529987,0.09614204645966078,0.3223306988997365,0.1325677187517626,478,0.04187781016031901,0.0,0.0,25,0,0,19,1,2.7821147441864014,1,1,0.04166021340357102
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,9,1,2.869819164276123,1,1,0.34861251456658876
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,4,1,0.4305441379547119,1,0,0.0
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,9,1,0.7406699657440186,1,0,0.0
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,9,1,1.2207212448120117,1,0,0.0
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,3,1,0.3605780601501465,1,0,0.0
active,0.3658619484151647,0.17246875015973825,0.2784107911516239,0.1390647705507547,1609,0.05000127553939819,0.0,0.0,11,0,0,31,1,7.80347752571106,1,1,0.01898078438105776
active,0.36934539359108326,0.1800700864866139,0.32833120476798633,0.15866153772705738,1914,0.04238859415054321,0.0,0.0,13,0,0,19,1,3.7881362438201904,1,1,0.0
active,0.34418806353902504,0.13856472496350317,0.3324293228139381,0.08781184480775647,2366,0.22109814484914145,0.0,0.0009326656659444173,15,0,1,31,1,4.915380239486694,1,1,0.0
active,0.27875531781781787,0.03028506762635219,0.2811839617395172,0.05521723484414117,666,0.03423378864924113,0.0,0.0,5,0,0,30,1,4.269246339797974,1,0,0.0
active,0.2879050925925926,0.017300724454718454,0.39531893004115215,0.039454263039040545,180,0.017938915888468424,0.0,0.0,1,0,0,4,1,0.5064008235931396,1,0,0.0
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,4,1,0.5816926956176758,1,0,0.0
active,0.260538682507809,0.13283305175982602,0.41204943229708957,0.0477926995584952,1494,0.056210100650787354,0.0,0.0,7,0,0,40,1,5.534636735916138,1,0,0.0
active,0.2944192573402418,0.07372761528438411,0.36893110727307615,0.03050875666011255,193,0.0,0.0,0.0,0,0,0,19,1,3.1217103004455566,1,0,0.17845922244960247
active,0.26453545361322234,0.05685940005368932,0.394197128724816,0.12544567439023063,2763,0.1278618057568868,0.0,0.0,14,0,0,26,1,3.9260404109954834,1,0,0.0
active,0.25855886215954654,0.08335204694644871,0.3040846736408743,0.07030181535607145,2411,0.32890158891677856,0.0,0.0,16,0,0,17,1,2.5219931602478027,1,0,0.17714994998951716
active,0.24805096960167716,0.10144889429934711,0.33183865206926,0.047189478283866056,954,0.024955586592356364,0.0,0.0,6,0,0,21,1,3.0598995685577393,1,0,0.10805079258296643
active,0.33429584599797363,0.16402405118219338,0.41797112462006075,0.19501145262039526,875,0.0504682183265686,0.0,0.0,15,0,0,28,1,2.8161239624023438,1,2,0.14520245870343515
active,0.3553202855064557,0.03891067710843681,0.355462356792144,0.058510951251266104,156,0.0029981176058451334,0.0,0.0,1,0,0,6,1,0.4025247097015381,1,0,0.0
active,0.3383208686610142,0.14853482003219065,0.37658557964059086,0.1443059065512561,1596,0.040223721663157144,0.0,0.0,16,0,0,58,3,8.495420217514038,2,2,0.39673424298326
active,0.4141886498652221,0.199350611482471,0.3785109327157101,0.2054527576490499,1626,0.08088405132293701,0.0,0.0,28,0,0,102,3,14.090668439865112,1,2,0.20972347901298613
active,0.3144415626282164,0.19318462359204833,0.400557191841041,0.17280819339649994,1210,0.06713291406631469,0.0,0.0,22,0,0,61,2,7.992376327514648,1,2,1.1845213111094124
active,0.607686736731219,0.14732460894254318,0.6192754841436079,0.16111687905100391,1158,0.03629864851633708,0.0,0.0,20,0,0,85,3,11.222173929214478,1,2,0.7378679859769013
active,0.3348428215449492,0.16962665801707813,0.4166067663408089,0.2096169089499307,1332,0.06098866065343221,0.0,0.0,17,0,0,138,4,13.426237344741821,2,2,0.5793453175407368
active,0.4074948392503117,0.1087216423839813,0.3431770801398001,0.10915959972961865,1041,0.12684387763341268,0.0,0.0010413686434427897,25,0,1,87,3,57.27604007720947,1,2,0.0438791635655339
active,0.22736044772518932,0.1751354694246658,0.37767766681140535,0.15152088590219526,1176,0.020216858386993407,0.0,0.0,8,0,0,44,2,7.87491250038147,1,2,0.43662848897457396
active,0.3890934996210777,0.209714334309433,0.48871118236894323,0.19655789786253325,1619,0.0398165504137675,0.0,0.0,9,0,0,109,1,358.46530055999756,1,2,0.0031253551232854745
active,0.287794410731237,0.07099526273263158,0.32634301987505404,0.1993746742700771,1427,0.0746695359547933,0.0,0.0,14,0,0,87,2,10.766108274459839,1,2,0.5470869114480817
active,0.33402040902996444,0.1277426455300728,0.482204284440238,0.22074785387637333,1169,0.07017393509546915,0.0,0.0033267299334208173,17,0,1,42,2,6.806586980819702,1,2,0.18512935118609888
active,0.4189595854571889,0.13855276795697924,0.4389962087591611,0.20390530714219926,839,0.04998756249745687,0.0,0.0,7,0,0,41,2,8.153418064117432,1,2,0.13781250454362567
active,0.39182989980862315,0.1720631926452584,0.495556822019588,0.16073706521911002,630,0.03382869561513265,0.0,0.0,6,0,0,20,2,2.5333473682403564,1,1,0.2925260290209351
active,0.28337242129718127,0.07864837244544019,0.4527893367054361,0.08832953757335145,1447,0.1101309855779012,0.0,0.0,20,0,0,14,1,3.6294941902160645,1,1,0.0
active,0.4377669236863973,0.06069549939104958,0.41487912342744515,0.1388242832452097,367,0.010309632619222004,0.0,0.0,3,0,0,86,2,12.32715654373169,1,1,0.17376794965331924
active,0.35460992907801414,0.1380605464235957,0.35729560733476307,0.18388987597568104,883,0.021892106533050536,0.0,0.0,9,0,0,45,3,9.270411968231201,1,1,0.13439861529760289
active,0.4256475048648301,0.2001368497855179,0.40824618854634054,0.20518399522556546,882,0.03530174493789673,0.0,0.0,15,0,0,63,2,8.916975498199463,1,2,0.08523427874434057
active,0.3081706102181341,0.19323997976528337,0.40481568800520296,0.21840549452277036,1374,0.027682729562123618,0.0,0.017735366026560465,13,0,1,64,2,654.4233238697052,1,1,0.006263393339788722
active,0.6875571951498514,0.19363484555556362,0.4127345001143903,0.227657858438284,930,0.01948668956756592,0.0,0.0,7,0,0,22,1,2.273052930831909,1,0,0.046235915574875434
active,0.2343261280816394,0.0793638085431343,0.4447580098130101,0.190040033587653,941,0.05705815156300863,0.0,0.0,22,0,0,95,2,7.9434075355529785,2,2,0.8536180419429698
active,0.2927966814531481,0.1378678098750013,0.39333313411427206,0.17753145953546481,1602,0.0247749129931132,0.0,0.0,13,0,0,85,3,11.657281875610352,1,2,0.2295443297294849
active,0.257495808125439,0.15231343417547102,0.45406073686357146,0.20044305459582903,626,0.004492032527923584,0.0,0.0,2,0,0,36,2,8.846063375473022,1,1,0.03405314274370506
active,0.33981645251348214,0.15033135541110026,0.4966110475298687,0.09149233087751954,1227,0.11832056442896526,0.0,0.0,27,0,0,62,2,8.774246454238892,1,2,0.24399782744038256
active,0.3959464237432666,0.10805665516574453,0.3556985867598428,0.1677537060394443,682,0.006144801775614421,0.0,0.0,5,0,0,101,2,17.159775733947754,1,2,0.235776366272665
active,0.3748868266183794,0.14860229570056244,0.3967575826165686,0.1738704829697571,1175,0.040378053983052574,0.0,0.0,13,0,0,61,3,6.979313135147095,1,2,0.47713523969381244
active,0.3124427712849199,0.18899137382805417,0.3550391444411148,0.1339483592328783,852,0.02319173812866211,0.0,0.0,5,0,0,58,2,9.301748752593994,1,1,0.36682750172673617
active,0.3061334510802595,0.169676966583314,0.41475627413127414,0.2011255632706581,1036,0.03976696332295736,0.0,0.0,15,0,0,47,2,5.659752130508423,1,1,0.17791726754517698
active,0.29024256828127354,0.13386917580730803,0.36958182435491166,0.12649087641976897,846,0.008626699447631836,0.0,0.0,6,0,0,85,2,11.095233917236328,1,1,0.3520835597735885
active,0.4727651495478652,0.20846736748123434,0.4269060644357115,0.2049384963403547,1229,0.038466819127400714,0.0,0.0,16,0,0,105,4,1141.8943922519684,1,2,0.0030087318235544154
active,0.5306467826872885,0.14292790715712078,0.36850150789917824,0.24995471899197275,769,0.03749130566914876,0.0,0.0,13,0,0,74,3,6.476719856262207,2,2,0.1705049625529166
active,0.4275270131292489,0.10753798176921116,0.4241044596706334,0.11810441582877608,531,0.03271715641021729,0.0,0.0,7,0,0,93,3,8.240621089935303,2,2,0.15486513803616925
active,0.413482507742775,0.1712354034009374,0.3843039291146663,0.2128364796980526,1161,0.02932577133178711,0.0,0.0,18,0,0,81,2,269.9461615085602,1,2,0.01720256163505879
active,0.6980014884861221,0.0948940514797722,0.5230222835128271,0.18828525667121948,486,0.014441267649332682,0.0,0.0,5,0,0,85,4,1304.8092000484467,1,2,0.0019104371351034823
active,0.42709723099969565,0.20299985733667064,0.504887589822812,0.21146354175087434,909,0.03240590492884318,0.0,0.0,11,0,0,114,4,11.703235387802124,1,2,0.8214395482992408
active,0.2311519828188992,0.09512974296430825,0.5997309209869145,0.13597218521351256,426,0.02015418211619059,0.0,0.0,6,0,0,140,3,12.430013418197632,2,2,0.7427818647143237
active,0.3346196634682242,0.06623608965699454,0.6811900292031705,0.03745764992323383,102,0.002740180492401123,0.0,0.0,2,0,0,177,3,15.923458099365234,2,3,0.6033360078076533
active,0.3371296096724862,0.15668778672394643,0.650315992856483,0.13074772193901094,691,0.03259809811909994,0.0,0.0,8,0,0,164,2,18.913987159729004,1,2,0.4059729107408048
active,0.5441153389639307,0.18736341962831327,0.3758074365086372,0.1569235320131104,723,0.011684664090474446,0.0,0.0,7,0,0,102,3,10.125507354736328,1,1,0.4500905524348978
active,0.29961171304993656,0.16675299999847848,0.38596596618463014,0.21732156991944024,974,0.062059450149536136,0.0,0.0,10,0,0,141,1,22.911404132843018,1,1,0.3547604160357908
active,0.3876977028808134,0.1714549235668481,0.45533444737337603,0.26899770838622333,1130,0.01767332156499227,0.0,0.0,8,0,0,108,3,9.94173789024353,2,2,0.12399893181656389
active,0.5057682056274047,0.21108118811420812,0.3906793213739396,0.2982295474447575,612,0.009329601128896078,0.0,0.0,4,0,0,174,3,146.17831134796143,1,3,0.016920320403830215
active,0.2282195592820562,0.08305964688480882,0.20022536713032518,0.10683652559546335,878,0.018447681268056234,0.0,0.0,8,0,0,187,4,2135.1009435653687,1,1,0.0028444002914680996
active,0.3415368645757583,0.14091448480049668,0.3641153909310563,0.25486038873547423,907,0.04155400991439819,0.0,0.0,8,0,0,50,2,9.769847631454468,1,2,0.2665868942290175
active,0.3290827634245187,0.08440555189650967,0.6257123860182371,0.0440266342556496,112,0.0030062635739644366,0.0,0.0,1,0,0,0.0,0,0.0,0,0,0
active,0.28850534377462567,0.11304725356338716,0.7070266326832152,0.024655942017553122,288,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0
active,0.2936613475177305,0.009596912719242432,0.686265197568389,0.01592943562998519,28,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0
active,0.2869999601561878,0.04459143466534996,0.5487240019125029,0.025471741455343522,178,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0
active,0.23376027663102925,0.1515949015357859,0.4889945220704986,0.23681708139439558,402,0.008996852238972982,0.0,0.0,5,0,0,45,1,6.7224156856536865,1,1,0.4894296489410632
active,0.4304329988813746,0.24723946019294257,0.23904762107558383,0.2002708555025841,1249,0.03683944940567017,0.0,0.0,16,0,0,18,2,2.8799264430999756,1,1,0.05388837092918133
active,0.14539981295300441,0.10856219470361113,0.7052621580547113,0.15155984186911356,182,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0
active,0.28300600109110735,0.0093378777534296,0.4765070921985816,0.01567169284544652,39,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0
active,0.30812172686339306,0.16330616339521845,0.36565525537712334,0.23168429226155196,1835,0.07120076020558676,0.0,0.0,24,0,0,90,2,9.932827949523926,1,2,0.31421159401920523
active,0.4007425687543076,0.20663770486590669,0.4227319971542275,0.1929185822633705,957,0.05576693614323934,0.0,0.00666814645131429,22,0,2,41,2,11.162679433822632,1,1,0.4193042559237574
active,0.36339531020382076,0.12316137578110968,0.5635422656699253,0.19635739791506845,555,0.05192914803822835,0.0,0.0,21,0,0,46,2,7.668843746185303,1,1,0.8053155269049046
active,0.29926888404682556,0.10995778077833662,0.3274400794668034,0.16782257021425995,664,0.032515700658162436,0.0,0.0,17,0,0,64,2,31.921104192733765,1,3,0.17677123137321246
active,0.5750549853372434,0.23838035975689684,0.3441458164347663,0.15165082670681027,1364,0.06656177043914795,0.0,0.0,22,0,0,85,2,418.0455152988434,1,2,0.011579907114981447
active,0.3465941384337855,0.25406781692268965,0.3839007709985914,0.18147741407376924,1435,0.04352826674779256,0.0,0.0,25,0,0,70,3,13.70992922782898,1,2,0.9904528989420178
active,0.5306120717654872,0.23510641596906132,0.30976861883916756,0.1756461525977175,1463,0.03680647611618042,0.0,0.0,21,0,0,30,2,6.3519792556762695,1,1,0.1436469614263811
active,0.3870394653356457,0.22558732169380405,0.3245597337958067,0.1780148677245972,1509,0.0192304531733195,0.0,0.0,10,0,0,67,2,14.972062826156616,1,1,0.12824621011155551
active,0.41443856571601023,0.13454644280699235,0.5994652557718425,0.18717997996879646,376,0.0063964168230692545,0.0,0.0,6,0,0,50,1,10.054428577423096,1,1,0.38802392012791403
active,0.31470950311032675,0.14230357547321493,0.5512182566918326,0.1866217736799148,651,0.056589357058207196,0.0,0.0,20,0,0,56,2,6.311042547225952,1,2,0.31360397137650453
active,0.19273498518718027,0.010192736177274071,0.5512725558847291,0.0397979747425831,79,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0
active,0.24401376307843556,0.009610231216407814,0.43119338529597656,0.1269549731378915,101,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0
active,0.2562328122738457,0.07123975053465763,0.619979374728615,0.20640147567876038,490,0.009009162584940592,0.0,0.0,3,0,0,0.0,0,0.0,0,0,0
active,0.35933959956994604,0.2283373053374864,0.4732338141447141,0.25357304100640304,1537,0.1197063167889913,0.0,0.0,16,0,0,86,3,2310.744871854782,1,2,0.0011211261892229327
active,0.2181126933895921,0.13135241548511667,0.30977496483825606,0.18953973909762972,237,0.002995951970418294,0.0,0.0,2,0,0,170,2,14.220002889633179,3,2,0.43979491925823894
active,0.36351003253796094,0.03923098230619816,0.5611894432393347,0.09496692361940487,461,0.0058958133061726885,0.0,0.0,4,0,0,148,2,74.28222107887268,1,1,0.03564518711971967
active,0.35187007874015747,0.05746471894600147,0.598753280839895,0.18294342955700357,762,0.018491959571838378,0.0,0.0,12,0,0,175,3,127.83171653747559,1,1,0.0291322988246037
active,0.3820214338507022,0.035935186810646134,0.4859571322985958,0.09164423099897202,902,0.015584421157836915,0.0,0.0,11,0,0,160,3,81.86308741569519,1,2,0.06383845102144284
active,0.3385787630579297,0.05269185570325121,0.3454415954415954,0.09301964306701552,1404,0.07439862489700318,0.0,0.0,36,0,0,56,3,9.295494318008423,2,1,0.49748720036383887
active,0.3572174276169265,0.056127561046758444,0.5562051472407821,0.17984868414141056,1347,0.04371033906936646,0.0,0.0,26,0,0,98,3,86.3461503982544,1,2,0.04044511498811329
active,0.29410742100578546,0.08465717369170561,0.5667556742323098,0.17630032576564778,749,0.048559455076853435,0.0,0.0,17,0,0,112,4,14.051768064498901,2,2,0.3170264273940234
active,0.3422880116959064,0.04473738706286207,0.5156432748538012,0.052230235529866734,570,0.030651175975799562,0.0,0.0,22,0,0,2,1,0.7157049179077148,1,0,0.0
active,0.35259205426356593,0.029925603284201505,0.5683624031007752,0.12027550654793379,860,0.01595769723256429,0.0,0.0,11,0,0,130,3,16.57118535041809,2,2,0.4219080824327368
active,0.36134834368530017,0.23691378232287277,0.3858894728459946,0.22815237793777057,2093,0.03693693478902181,0.0,0.0,23,0,0,45,2,7.726010322570801,1,1,0.13341139550554676
active,0.51722985021398,0.23113417924323737,0.6418212077983833,0.10306118528760384,701,0.01626401742299398,0.0,0.0,13,0,0,175,3,18.05401349067688,3,2,0.3256148030609852
active,0.32941230559058426,0.043163353087137306,0.6183795712484238,0.16824845630527668,793,0.014327088991800943,0.0,0.0,11,0,0,109,4,547.9632205963135,1,2,0.005878320354341145
active,0.2776768410852713,0.045270190984296466,0.4935400516795866,0.07943898024755103,258,0.0028782288233439126,0.0,0.0,2,0,0,98,1,8.292015790939331,1,2,0.2562390726830115
active,0.29943232913669066,0.05627086269997628,0.30953986810551565,0.1779315960894889,1112,0.05992569128672282,0.0,0.0,12,0,0,147,2,13.039981603622437,2,3,0.2759688242041935
active,0.3209990805265196,0.11199816197936552,0.2462253193960511,0.06963679030873764,861,0.03319582144419352,0.0,0.0,9,0,0,120,3,11.578795433044434,3,2,0.4603974778013665
active,0.27539062499999994,0.213784456285758,0.31050347222222224,0.21870230341449967,1440,0.01990981896718343,0.0,0.0,14,0,0,114,2,12.867952823638916,1,2,0.9750322050888267
active,0.3053022666177908,0.062849680013689,0.38883797653958946,0.18500413871167265,1364,0.02401258945465088,0.0,0.0,18,0,0,126,2,281.7472171783447,1,1,0.016878957805991114
active,0.3565949150978221,0.06993314451220367,0.4329088224437061,0.24011778451714336,903,0.016281978289286295,0.0,0.0,15,0,0,103,3,10.878569602966309,3,2,0.5166557302963097
active,0.3603845054316752,0.06516751055452215,0.5627501429388222,0.2511867261247,583,0.015297365188598634,0.0,0.0,11,0,0,57,3,9.757490873336792,1,2,0.1693347972870075
active,0.3822966988727859,0.08043153100238144,0.48385668276972627,0.14852805206885503,1035,0.025618537267049154,0.0,0.0,16,0,0,118,2,208.006178855896,1,1,0.0147703146938019
active,0.31120964714714716,0.04851386939305713,0.5583708708708709,0.09692629054152689,444,0.02048279047012329,0.0,0.0,6,0,0,200,4,1256.784732580185,1,1,0.003506002436858896
active,0.35821535821535827,0.12437511403999073,0.4564564564564565,0.12861586509351197,777,0.023709869384765624,0.0,0.0,6,0,0,159,1,1514.5297091007233,1,1,0.0013759580548531971
active,0.3166696628315756,0.05386468140024437,0.6386625119846596,0.19037692083488933,1043,0.011772632598876953,0.0,0.0,10,0,0,133,4,59.21432089805603,1,1,0.04788879717600178
