label,x_pos_mean,x_pos_stdev,y_pos_mean,y_pos_std_dev,mouse_event_counts,left_mouse_held_time,middle_mouse_held_time,right_mouse_held_time,left_mouseup_counts,middle_mouseup_counts,right_mouseup_counts,total_key_up_counts,keyup_keys_in_q1,total_key_time_held,key_held_keys_in_q1,alnum_keys_in_q1,movement_key_ratio
active,0.6298828125,0.21858980303564346,0.5571910225442833,0.3517762013917501,368,0.03815478483835856,0.0,0.0,3,0,0,180,2,22.18341064453125,2,2,0.16035033503312918
active,0.6957539830719442,0.10833222711421286,0.38299034658257963,0.2008248662430749,1339,0.01195431152979533,0.0,0.0,10,0,0,192,3,24.93943428993225,3,3,0.5154517490106945
active,0.4166148939695162,0.16419774362072995,0.47603269273249393,0.09817483025011876,503,0.0,0.0,0.0,0,0,0,245,3,415.91767382621765,1,2,0.020983768126221974
active,0.6129192990373046,0.2587798713090728,0.38123412220885144,0.27299764715677244,554,0.008370423316955566,0.0,0.0,6,0,0,107,2,25.116435766220093,1,3,0.3419144457620662
active,0.5055506651017214,0.12513521913510756,0.5904951312815163,0.25643482872684564,852,0.015558282534281412,0.0,0.0,8,0,0,139,4,15.05668020248413,3,3,0.30072713875902285
active,0.5339586118538324,0.1701149701215919,0.5387205387205387,0.16563199138166992,1496,0.11414665381113688,0.0,0.0,17,0,0,86,3,14.321508884429932,2,2,0.4082975544843854
active,0.43803850296176633,0.0771874793552279,0.5914557530066415,0.16084707163393458,1238,0.05254346529642741,0.0,0.0,16,0,0,65,3,325.934871673584,1,1,0.006118203855004117
active,0.4962393949542308,0.13120118823616161,0.5361129716454565,0.22290261810320205,1493,0.1345469355583191,0.001930999755859375,0.0,12,1,0,53,2,9.50884199142456,1,2,0.7005657498509344
active,0.47708009834368537,0.1274954576777134,0.4656587876696572,0.18569952065342382,1288,0.04919878641764323,0.0,0.0,23,0,0,55,2,7.183833360671997,1,2,0.40648608802652064
active,0.3305747210804463,0.031963680427016535,0.3603118679454557,0.12674350974666265,1703,0.05498727162679037,0.026159735520680745,0.0,36,2,0,101,2,455.9382884502411,1,1,0.028364747776804755
active,0.4582904467825557,0.13244232596832448,0.5152316085527431,0.21296724749112766,1093,0.020162959893544514,0.0,0.0,14,0,0,164,4,35.57761335372925,1,2,0.24412055047664005
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,48,3,5.817046642303467,3,2,0.35142911282557715
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,186,3,191.80216884613037,1,3,0.054127450783945874
active,0.5748314950980392,0.13240813612150343,0.5168685121107266,0.18730945740954003,1156,0.026026690006256105,0.0,0.002527634302775065,12,0,1,172,4,22.794188022613525,2,3,0.40819357313210536
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,314,2,37.20542883872986,3,2,0.6287453194710371
active,0.4586513338833884,0.2516928445820078,0.43339750641730845,0.19147519990333225,606,0.07118001381556192,0.0,0.0,6,0,0,231,3,43.51348662376404,1,3,0.5584552461263387
active,0.6005870439610242,0.20229556714585678,0.531541909006219,0.27627149249936384,1471,0.09979625145594279,0.0,0.0,21,0,0,199,3,44.72635078430176,1,1,0.13803365386866956
active,0.4751100110011001,0.18558271569038384,0.37969074685246307,0.14510884615151387,303,0.005190014839172363,0.0,0.0,4,0,0,241,3,162.72856163978577,1,1,0.06185357009173975
active,0.4825766829533117,0.23583819128326358,0.8128242248763421,0.12643616851587033,307,0.013909522692362468,0.0,0.0014603654543558755,9,0,1,233,3,28.274975776672363,3,2,0.45268038158774376
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,313,4,58.16682267189026,2,2,0.38046565903395774
active,0.36225744284954814,0.07403044995379648,0.5217378462992497,0.22445207450842677,627,0.037512556711832686,0.0,0.04641944964726766,13,0,11,36,3,25.550251483917236,1,1,0.04134156906948905
active,0.4427083333333333,0.0,0.6018518518518519,0.0,17,0.0,0.0,0.0,0,0,0,310,3,39.607640981674194,1,2,0.8069797731132453
active,0.6395431695688225,0.04562843181589762,0.5341924636078864,0.17805005371348395,804,0.04343059460322062,0.0,0.0015309492746988932,16,0,1,250,3,557.9594926834106,1,1,0.5687982374809358
active,0.6519034772182255,0.09020145416805682,0.5546895816679989,0.26127101004763675,695,0.04024152755737305,0.0,0.0,13,0,0,312,3,445.9449625015259,1,1,0.030206795860592894
active,0.629295532646048,0.18363598311384774,0.7940371643120784,0.08405966079032264,291,0.007318544387817383,0.0,0.0016033172607421875,5,0,1,306,3,39.63311815261841,2,3,0.6494318187399525
active,0.28587962962962965,0.09927594147489624,0.7698045267489712,0.04338329276083213,180,0.030438403288523357,0.0,0.0,3,0,0,238,3,1959.0663418769836,1,1,0.07846514270075457
active,0.4320895287298387,0.2433034203684234,0.3621098416965352,0.22335563262699237,1984,0.10331403414408366,0.0,0.003592816988627116,32,0,2,44,3,10.85792088508606,1,2,0.5135452757923132
active,0.44255914491831105,0.1653623656457046,0.5354869509866327,0.22020534620142543,1571,0.027994569142659506,0.0,0.007252498467763265,17,0,4,131,1,23.481215715408325,1,2,0.09531245735657011
active,0.44039760829734326,0.3307437851307395,0.5508295889136093,0.2728990879472265,2547,0.46142067114512125,0.0,0.0,30,0,0,27,2,5.098181486129761,1,2,0.09594883811086963
active,0.4883527302005563,0.22287645251706226,0.4004416142097301,0.1621040670177165,2277,0.09233855803807577,0.0,0.0018654982248942056,24,0,1,132,3,502.0476098060608,1,1,0.010374382914691078
active,0.6924189814814815,0.13018293219314506,0.7032750342935529,0.07987393794984636,540,0.05362412929534912,0.0,0.0,9,0,0,258,3,32.23586082458496,3,3,0.6225439562442712
active,0.5279055025734182,0.23642487560050532,0.3224341507720254,0.2540953046610904,1101,0.017399783929189047,0.0022617657979329426,0.0,7,1,0,141,3,18.61846613883972,2,3,0.36048694283525023
active,0.49856908421389684,0.2560511770495585,0.46500871668979255,0.29909944781721687,1041,0.025722062587738036,0.0,0.008051145076751708,17,0,4,241,2,24.925496101379395,3,2,0.430881997105993
active,0.5236968791500664,0.2770528862994982,0.5525675077467906,0.2925110394603777,1255,0.0656323790550232,0.0,0.0,17,0,0,187,3,976.0142560005188,1,1,0.008572564939061158
active,0.4968968809675366,0.21460103936351624,0.4437784378904684,0.3068754193267048,1571,0.08527623812357585,0.003657368818918864,0.0,15,2,0,105,3,36.52604532241821,1,1,0.39416187437566413
active,0.4267520144189991,0.1907723762661458,0.4125907077561021,0.3014592226799783,1965,0.060729241371154784,0.0,0.00331955353418986,26,0,2,99,2,12.370768070220947,2,2,0.5138761873684722
active,0.3593110940695297,0.05737870935384036,0.6122188139059306,0.3003699591954572,326,0.007328331470489502,0.0,0.0017979820569356284,4,0,1,185,4,1394.7519829273224,1,1,0.445621861185196
active,0.3667737538940809,0.23128867159405167,0.1685271720318449,0.14361459592552267,214,0.005012369155883789,0.0,0.0,3,0,0,360,3,117.34046936035156,1,3,0.1184995922180462
active,0.46031000469704086,0.18941253121295706,0.3636075013482246,0.1959658840829531,2129,0.005386249224344889,0.004095518589019775,0.0,5,2,0,42,2,6.306999921798706,2,2,0.12843841099033976
active,0.4335381054131054,0.08693539854444221,0.5770022158911048,0.18490263967944262,585,0.0070027550061543785,0.0,0.0021167318026224773,4,0,1,41,2,7.0372655391693115,2,1,0.0
active,0.5501954990448902,0.20733912955459724,0.4376923485089675,0.2872237242169155,1396,0.02161128123601278,0.002117900053660075,0.006963713963826498,14,1,5,11,1,1.5815792083740234,1,1,0.0
active,0.4530998085449416,0.19844795572004317,0.3855692149222983,0.2452643949501763,1654,0.06639106671015421,0.0,0.0,42,0,0,141,3,21.541237592697144,2,1,0.19128551047897602
active,0.32679966517857145,0.2235642873101764,0.5727099867724867,0.2075567337537933,672,0.06197864214579264,0.0,0.0,4,0,0,275,3,2999.0436148643494,1,1,0.0031876263098434676
active,0.3289143526262964,0.1588026001494447,0.3377662540426006,0.21909272100033614,2989,0.14804524580637615,0.0,0.0019934654235839845,47,0,1,37,2,6.806681394577026,1,2,0.3740625700584764
active,0.3915538458750181,0.1268809616586499,0.3742770608799317,0.2302308405303094,2299,0.07626176675160726,0.0,0.003922128677368164,27,0,3,111,3,15.139601945877075,2,2,0.22952765392429317
active,0.48030028486946497,0.14372885598079968,0.506775165472699,0.1886518699261533,2311,0.11804832220077514,0.0,0.015371549129486083,35,0,8,61,1,15.996601581573486,1,2,0.09636842820982904
active,0.3196623513946045,0.1467614461927054,0.6581821876746431,0.17753957958180525,1458,0.01870879332224528,0.0,0.0017470995585123698,10,0,1,43,2,8.403732061386108,1,2,0.15709893670271743
active,0.37299624586045454,0.19770344594735528,0.6129540811795009,0.22702163024444544,2919,0.03775771458943685,0.0,0.014905953407287597,25,0,7,3,1,0.8152289390563965,1,0,0.0
active,0.41592904864778363,0.29707268997140196,0.37419320424601277,0.22094864129114083,2083,0.01071525017420451,0.0013315320014953614,0.0,13,1,0,96,4,9.985133171081543,3,3,0.2781179526129944
active,0.32834201388888895,0.06385926375248203,0.5297067901234569,0.07567139503837497,240,0.0,0.0,0.0,0,0,0,4,1,0.5096399784088135,1,0,0.0
active,0.3487763828238719,0.12504503120587465,0.5518491562887486,0.09045522195244575,687,0.033265737692515056,0.0,0.0,9,0,0,44,1,5.0313720703125,1,3,0.2977990413320175
active,0.44589162984781544,0.12544145497378276,0.5232367861233841,0.0692021425843011,679,0.023477335770924885,0.0,0.0030432979265848795,16,0,2,33,2,197.07218670845032,1,1,0.007211314325696612
active,0.13020833333333334,0.0,0.6018518518518519,0.0,1,0.0,0.0,0.0,0,0,0,15,2,1.5562527179718018,1,2,0.24916193355521019
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,26,2,3.732762098312378,2,2,0.9835719053951962
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,122,3,12.945595979690552,3,2,0.3180870987024246
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,54,2,7.033395051956177,1,2,0.42302599875256924
active,0.13020833333333334,0.0,0.6018518518518519,0.0,8,0.0,0.0,0.0,0,0,0,64,2,13.091966390609741,1,2,0.42961378312584264
active,0.13020833333333334,0.0,0.6018518518518519,0.0,1,0.0,0.0,0.0,0,0,0,23,2,3.3707809448242188,2,2,0.25151126787518524
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,112,3,22.439482927322388,1,2,0.6043211936565315
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,56,2,8.895399808883667,1,2,1.0306643285641128
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,88,3,43.27683401107788,1,2,0.3817217208517007
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,128,3,19.661015272140503,1,2,0.5506379455620037
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,160,3,37.527281045913696,1,3,0.7805140097551295
active,0.13020833333333334,0.0,0.5709876543209877,0.021824283369955164,6,0.0,0.0,0.0,0,0,0,146,3,19.87701725959778,2,2,0.7319938830906638
active,0.4719460227272727,0.09223320476317541,0.22180134680134678,0.06338473266793257,220,0.0,0.0,0.0,0,0,0,130,3,17.95157814025879,2,3,0.49926347411864896
active,0.4831414473684211,0.0540002796548572,0.046702404158544514,0.08169634629292352,114,0.0,0.0,0.0,0,0,0,154,3,358.6940462589264,1,1,0.021185270369288377
active,0.2573973429951691,0.02857411417685341,0.15297906602254427,0.14259772226285808,138,0.0,0.0,0.0,0,0,0,228,2,33.43573784828186,2,3,0.7361792193064405
active,0.35186469895728223,0.08391344358515876,0.5364484060245917,0.22236602336308692,991,0.03529366652170817,0.0,0.0,15,0,0,38,1,7.0993492603302,1,2,0.9394413657726527
active,0.3863748034591195,0.24459447803544226,0.35372990915443747,0.2784105580150847,1060,0.00719980001449585,0.0,0.0,6,0,0,44,1,7.077003479003906,1,2,0.09869665192773153
active,0.36407526738034074,0.14453346287919897,0.3590332734480557,0.16091057052160748,1433,0.10684394836425781,0.0,0.0,12,0,0,83,2,12.708795547485352,1,1,0.6238348608973685
active,0.31616990325604427,0.15099738308966174,0.43752818750994854,0.18221061338243888,802,0.04992191394170125,0.0,0.0,6,0,0,41,2,3.308501958847046,2,2,0.7237664613123834
active,0.3676921602453517,0.1943231330050016,0.33636428982173655,0.17991736540493128,925,0.02033092180887858,0.0,0.0,10,0,0,49,2,7.2601706981658936,1,2,0.23412224866381343
active,0.3010806693531649,0.14200563159639157,0.2709138597459967,0.18818641881937048,1811,0.03776489893595378,0.0,0.0,18,0,0,39,1,4.225475788116455,1,2,0.14169765178348204
active,0.4286141526592693,0.07736877145383042,0.5021033983960157,0.30903126073245596,581,0.003155215581258138,0.0,0.0,2,0,0,42,2,5.738757848739624,1,1,0.0980457463121068
active,0.6348028243129678,0.14060481500149655,0.40906051930915865,0.20013349911083014,903,0.030076332887013755,0.0,0.0,10,0,0,125,3,248.05770707130432,1,2,0.016201104283407635
active,0.4448517984798396,0.05775893756565489,0.6880721793676358,0.1907222248242702,251,0.0,0.0,0.0,0,0,0,128,2,12.992823123931885,2,1,0.5090543788865609
active,0.41562567160971414,0.09108208288868676,0.5356423275306254,0.13216845334349184,660,0.03544744650522868,0.0,0.0,7,0,0,90,3,9.327566146850586,2,2,0.27583889697756875
active,0.5304556805262303,0.18970855959541336,0.5064421085756051,0.1412758017548913,1048,0.021477667490641277,0.0,0.0,8,0,0,54,2,6.952847003936768,1,1,0.1746383032406243
active,0.5151953465223341,0.0927333282677855,0.26469376010949364,0.2813477564200367,342,0.014510969320933024,0.0,0.0,7,0,0,128,1,11.999928712844849,2,1,0.2447323241865807
active,0.5736121301051601,0.1349355659630896,0.4231933235509905,0.18491732513263257,725,0.031348931789398196,0.0,0.0,8,0,0,73,1,7.379862308502197,1,1,0.17245431479435716
active,0.6056781957556024,0.14487567291077838,0.5301870661233183,0.18204828425280178,2078,0.0738243023554484,0.0,0.0,15,0,0,72,3,9.238329887390137,1,2,0.2370214292762755
active,0.26551944047318704,0.05257878840783872,0.5595092927424102,0.18114684941075979,506,0.0074261864026387535,0.0,0.0,4,0,0,39,3,3.9361114501953125,2,2,0.5527047354666894
active,0.39382597161909255,0.21146509578784695,0.5059948307502226,0.21483852674450632,1171,0.008392099539438884,0.0,0.0,7,0,0,120,4,13.982968807220459,1,2,0.5558836344388987
active,0.34294930372581567,0.16724517870285338,0.30484206277890313,0.16975497538780823,1397,0.03880727688471476,0.0,0.0,16,0,0,104,2,12.065610647201538,1,2,0.09363080076257689
active,0.6189107385915896,0.2550506741986952,0.2266235045490365,0.1546184947638432,1485,0.053321683406829835,0.0,0.0,8,0,0,12,1,1.2303907871246338,1,1,0.34150084093467226
active,0.2809108775527642,0.10269559840306314,0.33505030761343246,0.24144629877574147,996,0.028391881783803304,0.0,0.0,11,0,0,55,1,6.218561172485352,1,1,0.32623358875593433
active,0.27342589362993963,0.08331785484265009,0.6322544859124907,0.2299139440088923,549,0.02765962282816569,0.0,0.0,8,0,0,88,3,7.017098665237427,3,2,0.3806927546978023
active,0.4342628411777348,0.1825808281478181,0.7323903932946486,0.27738351184182836,165,0.015582716464996338,0.0,0.0,2,0,0,30,1,4.945156097412109,1,1,0.2203039539071194
active,0.28918850806451607,0.22315220254332213,0.4591313844086022,0.27598186132146396,992,0.024270002047220865,0.0,0.0,16,0,0,40,1,7.882258653640747,1,1,0.050327018860309373
active,0.41886295180722893,0.07777961001891047,0.5446787148594378,0.04563581597334744,83,0.0019597848256429034,0.0,0.0,1,0,0,135,3,15.232232332229614,3,2,0.4579379312522957
active,0.44276725113122173,0.14420334144691668,0.334841628959276,0.19546836291717248,442,0.01768949826558431,0.0,0.0,8,0,0,30,1,6.935806512832642,1,1,0.015007454792888227
active,0.22808403558052437,0.049940268721462566,0.6907771535580525,0.13017528143820448,178,0.004237167040506999,0.0,0.0,2,0,0,56,4,10.851219177246094,1,2,0.13026581167406856
active,0.21577380952380945,0.036069046558157215,0.5667989417989419,0.03824558808148401,126,0.0035385807355244954,0.0,0.0,2,0,0,19,1,6.482191801071167,1,1,0.0
active,0.47531731169371616,0.24603139611991942,0.601123595505618,0.119313154844332,801,0.012523206075032552,0.0,0.0,7,0,0,103,3,12.124377250671387,3,1,0.26259574803424085
active,0.5700444240196078,0.11393711886297142,0.6727941176470589,0.072790403945674,136,0.0,0.0,0.0,0,0,0,141,4,121.26950073242188,1,1,0.06097569802537359
active,0.8191587552742615,0.1407151627000831,0.8219936708860761,0.08087740954587318,158,0.0,0.0,0.0,0,0,0,101,4,60.695409536361694,1,1,0.28810452530462693
active,0.36492342972636815,0.1648897121832293,0.6147388059701493,0.13019735696662596,536,0.013849786917368571,0.0,0.0,7,0,0,84,2,13.83801794052124,1,2,0.062306333048085215
active,0.31675681089743585,0.2409411907267858,0.6072916666666666,0.18850403364327867,520,0.010116366545359294,0.0,0.0,5,0,0,121,3,98.66566371917725,1,1,0.06417491229026864
active,0.2205487542955326,0.14290926123283373,0.5867697594501718,0.05553876206071326,388,0.0,0.0,0.0,0,0,0,100,2,18.733285665512085,2,1,0.13751644064177315
active,0.19811036501377408,0.10278148030172629,0.22004132231404958,0.13058276224907556,242,0.0,0.0,0.0,0,0,0,93,2,16.26560926437378,2,1,0.14222209981594133
active,0.30197704081632654,0.14720422499821165,0.2054421768707483,0.2155247534971693,735,0.0020502130190531414,0.0,0.0,1,0,0,83,2,12.618526697158813,2,1,0.18587649128470712
active,0.42267628205128205,0.055622769939562576,0.5491452991452993,0.04891249206093845,78,0.0,0.0,0.0,0,0,0,97,3,428.09023547172546,1,2,0.003934871102691735
active,0.4972627737226277,0.08058175972926869,0.43673965936739667,0.020819453880930462,137,0.0,0.0,0.0,0,0,0,114,2,283.97480368614197,1,1,12.17526337465052
active,0.3865088032830289,0.1830238215038577,0.18053349218956846,0.2011899338089292,1259,0.0019363164901733398,0.0,0.0,1,0,0,82,2,17.62817096710205,2,1,0.04410069171721592
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,191,3,29.529858350753784,2,2,0.1805642387616892
active,0.12636765587529977,0.15121142383765676,0.517685851318945,0.25989502513972973,278,0.0009120663007100423,0.0,0.0,1,0,0,159,4,31.35182213783264,2,1,0.34145937343285965
active,0.3747765862377122,0.10876767427611339,0.26496872207327976,0.14686077791333943,373,0.010524356365203857,0.0,0.0,6,0,0,96,2,21.027538776397705,1,1,0.02906945138836164
active,0.4427083333333333,0.0,0.3975694444444445,0.02076086934566216,24,0.0,0.0,0.0,0,0,0,69,3,12.715274333953857,1,1,0.16704885021289145
active,0.2867879746835443,0.11953510802606554,0.4755406118143461,0.09862937506109498,632,0.009700314203898112,0.0,0.0,5,0,0,100,4,2062.485624551773,1,1,0.003388163117439956
active,0.23313492063492064,0.1586041631637622,0.5674603174603174,0.14631507194116367,105,0.00344770352045695,0.0,0.0,2,0,0,179,3,28.348679780960083,1,1,0.6119793581253701
active,0.23897058823529413,0.05188019063074785,0.4384191176470588,0.14596168299416606,272,0.006256067752838134,0.0,0.0,3,0,0,178,3,213.65282368659973,1,2,0.09935084111755403
active,0.4503218438538205,0.26788952894650875,0.39756367663344416,0.19232113719032848,301,0.004509166876475016,0.0,0.0,2,0,0,182,3,459.45489525794983,1,1,0.026575801696955604
active,0.45441279125746203,0.16053933499018322,0.4340939726554978,0.1784290082837249,1731,0.03267229398091634,0.0,0.0,17,0,0,77,3,9.827540874481201,2,2,0.18136676723548667
active,0.200546364379085,0.04340634446850273,0.3805147058823529,0.09821331049761242,204,0.006686866283416748,0.0,0.0,3,0,0,47,2,7.305014371871948,2,1,0.1369608973068053
active,-1.0,0.0,-1.0,0.0,1,0.0,0.0,0.0,0,0,0,119,3,17.47057843208313,1,1,0.18653102703535956
active,0.5039887236084452,0.1669899108961172,0.4267434420985285,0.18059528255291663,521,0.009588368733723958,0.0,0.0,5,0,0,99,3,62.719300985336304,1,1,0.31229136292890725
active,0.4994509939898289,0.1047875029576346,0.5312644475265835,0.26201600846091366,721,0.052760382493337,0.0,0.0,9,0,0,42,2,14.174337387084961,1,1,0.004768959256306276
active,0.4169993156934307,0.21172988296911674,0.5225060827250609,0.06227445079419832,548,0.0021177331606547036,0.0,0.0,1,0,0,46,3,369.8480017185211,1,1,51.4810314620284
active,0.39531502831715204,0.1715553916861205,0.5525080906148868,0.14327252299755372,2060,0.06701876322428385,0.0,0.0,18,0,0,33,2,5.990631341934204,2,1,0.10835741061117615
active,0.6002768987341772,0.067226364400203,0.6723804500703235,0.10220706890551137,474,0.03009849786758423,0.0,0.0,2,0,0,13,1,4.368294715881348,1,1,0.0
active,0.392772766323024,0.13048564236890775,0.594286941580756,0.0242279084464744,194,0.010899821917215982,0.0,0.0,5,0,0,0.0,0,0.0,0,0,0
active,0.32223665832580684,0.13456686184551395,0.44910394364737416,0.18749946099548212,2874,0.1723034143447876,0.0,0.0,38,0,0,62,2,10.094206809997559,1,2,0.5781459763815077
